time,linear_x,linear_y,angular_z,cov_linear_x,cov_linear_y,cov_angular_z
1627660347339210000,0,0,0,0,0,0
1627660347339220000,0,0,0,0,0,0
1627660347383210000,0,0,0,0,0,0
1627660347383230000,0,0,0,0,0,0
1627660347427230000,0,0,0,0,0,0
1627660347427250000,0,0,0,0,0,0
1627660347471240000,0,0,0,0,0,0
1627660347471260000,0,0,0,0,0,0
1627660347519190000,0,0,0,0,0,0
1627660347519200000,0,0,0,0,0,0
1627660347519200000,0.020125151,0,-6.3724668406433E-05,0,0,1.30906116834047E-06
1627660347563190000,0.031521728647359,0,0.003045325119915,4.09189953031964E-05,-1.07014219652144E-07,5.16426095345308E-06
1627660347563210000,0.062009359291714,0,-0.000690640453735,0.0001613805505,-6.27357162591599E-07,1.16437189969265E-05
1627660347571650000,0.098752259645699,0,-0.002123919289054,0.000363717375944,-1.86434487059698E-06,2.06564274641846E-05
1627660347592150000,0.092755997052766,0,-0.005706208145271,0.000644927200557,-4.09322997314732E-06,3.23190202283911E-05
1627660347635180000,0.148566475801081,0,-0.000864709812411,0.001008449613475,-7.55401506420232E-06,4.65608881688908E-05
1627660347635200000,0.127354978333128,0,-0.003975800212245,0.001451683996628,-1.25021949240601E-05,6.34157466927113E-05
1627660347679210000,0.119219311829421,0,0.005029257413706,0.00197554155658,-1.91908642260341E-05,8.29424785118577E-05
1627660347679220000,0.264238221463906,0,0.010497736121839,0.002581562953539,-2.78484131199853E-05,0.000104961807123
1627660347723180000,0.155317683832051,0,-0.009599404563304,0.003263855469414,-3.86510308012364E-05,0.000129667045205
1627660347723190000,0.268636746829708,0,0.002264064497794,0.004028118013675,-5.25024996517132E-05,0.000157057323673
1627660347767180000,0.115748317274506,0,-0.005175134593649,0.004874303792487,-6.92328536374147E-05,0.000187156301048
1627660347767190000,0.301706351390928,0,-0.02411433241463,0.005802200408404,-8.9041545100973E-05,0.000219832731952
1627660347811170000,0.40705899531898,0,-0.038954327798035,0.006807264386724,-0.000112142561073,0.000255453776068
1627660347811180000,0.185989149174027,0,0.009732519265252,0.007900392637891,-0.000138795029408,0.000293422467858
1627660347855210000,0.443371393182377,0,-0.032620362061608,0.009062544699692,-0.000167830876877,0.000334250375178
1627660347855220000,0.46636402438592,0,0.002069462105523,0.010309625500589,-0.000200537543663,0.000377814162567
1627660347855220000,0.396433772715117,0,-0.03897167230477,0.011637194612878,-0.000236978650638,0.000424049298339
1627660347899180000,0.321900394601555,0,0.005451579254014,0.013042880149066,-0.00027728178938,0.000473088770824
1627660347899200000,0.632981355473034,0,-0.017413153339013,0.014530374380939,-0.000321659334266,0.00052490962627
1627660347911610000,0.736087607656013,0,-0.024664065537252,0.016098490571825,-0.000371295818836,0.000579600934782
1627660347934370000,0.539517338734187,0,-0.032717283856003,0.017748502106757,-0.000425477612708,0.000637108382957
1627660347975200000,0.365583942245209,0,-0.042428316697153,0.019478909095117,-0.000484341178857,0.000697567234304
1627660347975210000,0.393009495612758,0,0.016928524841602,0.021293388955741,-0.000548040934906,0.000760750790504
1627660348019220000,0.539194881559961,0,-0.018918012233125,0.023184478997568,-0.000616389913684,0.000826276351826
1627660348019230000,0.732674675468872,0,-0.054840818241268,0.025140237032931,-0.000686924052151,0.000894885574592
1627660348063190000,0.645217097753609,0,-0.058956078163668,0.027186676142738,-0.000762616084895,0.000965420372437
1627660348063200000,0.540800019437843,0,-0.019534725865939,0.029284315926574,-0.00084222345732,0.001036907385954
1627660348107230000,0.536954873474487,0,-0.06129509603144,0.031404108807874,-0.000924804487009,0.001108875037461
1627660348107260000,0.144642316538111,0,-0.002316778467982,0.033532298839826,-0.001010360681243,0.001182708643428
1627660348151320000,0.453948768543011,0,-0.045380834066767,0.035711121047428,-0.001100221081257,0.001257599871413
1627660348151340000,0.595693813074964,0,0.007677277255488,0.037914185562122,-0.001193360082538,0.001333588622843
1627660348199240000,0.84303259712022,0,-5.24478972933197E-05,0.040143687499165,-0.001289301352134,0.001409076398177
1627660348199250000,1.0873117395804,0,0.069944302069114,0.042351241285379,-0.001387291631839,0.001486433328721
1627660348199260000,0.516684123651525,0,0.000194090394527,0.044609731534577,-0.00148892889061,0.001563591141293
1627660348243260000,0.607207623310647,0,0.004508334481234,0.046854493669746,-0.001590870211777,0.001641634320521
1627660348243280000,0.385519327116986,0,-0.001925955053625,0.049123544943499,-0.001695609256661,0.001719937215829
1627660348255210000,1.08363114325902,0,0.031336870112121,0.051393832361095,-0.001802491078246,0.001798896146876
1627660348273590000,0.521550821147258,0,-0.022533543316642,0.053678017966517,-0.001911844130427,0.001878279085186
1627660348319330000,0.679661271716506,0,-0.019595405430874,0.055968649778639,-0.002022941839892,0.001956924162132
1627660348319360000,1.24959427767659,0,-0.094076360044336,0.058231266678066,-0.002133524780411,0.002036337277775
1627660348363190000,0.743816114677929,0,-0.019308455692804,0.060515899726693,-0.002246372411661,0.002115342768519
1627660348363200000,0.824104132447282,0,-0.036916517598742,0.062782208263122,-0.002360305043836,0.002194788036993
1627660348411190000,0.892399330461977,0,-0.010077785773431,0.065057170939605,-0.00247597867531,0.002273893697529
1627660348411210000,0.916158302523727,0,0.033309332009512,0.067316472713441,-0.002592582346005,0.002353003530959
1627660348459290000,0.917327904109666,0,-0.034868772583381,0.069571459286574,-0.002710292036291,0.002432108386568
1627660348459300000,0.66119364874623,0,-0.038986096899521,0.071821949013655,-0.002829199392297,0.002511050449487
1627660348459310000,1.08486400740626,0,-0.148140450534685,0.074062839762112,-0.002949168953228,0.002590067445626
1627660348503250000,1.08603881338825,0,-0.033615057553369,0.076301481590208,-0.003069898468701,0.002667838685393
1627660348503270000,0.825157107917175,0,0.016100827600454,0.078498486221598,-0.003190352275415,0.002745731191206
1627660348512090000,0.571653364459857,0,-0.038908119453551,0.080696359596657,-0.003309207091764,0.002823522699299
1627660348533900000,0.920054744400857,0,-0.093157490132447,0.082894251235279,-0.003428846203145,0.002900387919167
1627660348575210000,1.00574298983981,0,-0.012584151076845,0.085060567972266,-0.003548287818039,0.002977178902286
1627660348575230000,0.516183581944283,0,-0.04599157117308,0.087222245729577,-0.003668059492914,0.003052587780782
1627660348623220000,0.807721342963094,0,0.042639421923731,0.089339342232125,-0.003787127662265,0.003128227633023
1627660348623250000,0.87103923243418,0,-0.028874579922093,0.091461747080504,-0.003899772049327,0.003202727263011
1627660348667250000,0.996342154006689,0,0.015303464272456,0.093566646681276,-0.004012149826423,0.003276326481711
1627660348667260000,1.1471240468729,0,-0.080081623494403,0.095642980699083,-0.004123898987208,0.003349452572845
1627660348711200000,0.79088495845228,0,-0.030192196184624,0.097704169157653,-0.004235448751417,0.003421767840571
1627660348711210000,0.635350723089631,0,-0.045615076890956,0.099739519666999,-0.004346455373048,0.003493699176002
1627660348759290000,1.33115844814023,0,0.067058576939563,0.101762402355121,-0.004453634846617,0.003564780736428
1627660348759310000,0.945196727274482,0,-0.087200388985685,0.103768986640251,-0.004560398538163,0.003634948660066
1627660348759310000,1.89461963776316,0,-0.066146268246705,0.105747280180954,-0.00466619032555,0.0037041612541
1627660348807250000,0.989470451988833,0,0.03869529695467,0.10769681057455,-0.004771129615523,0.003772996577293
1627660348807260000,1.06071920241092,0,-0.053973988082935,0.109634921011318,-0.004875828807957,0.003841021118505
1627660348811890000,1.87274600904335,0,-0.176706916702408,0.111547741958954,-0.004969730465368,0.003907178862677
1627660348833760000,0.76167080782266,0,-0.073223327912693,0.113433328841237,-0.005062587691855,0.003972903720844
1627660348879210000,1.71718847689972,0,-0.032084152679384,0.115306703935041,-0.005154946419108,0.004037415787131
1627660348879230000,0.518357831669802,0,0.004441961675028,0.117143420580744,-0.005245836274251,0.00410158716135
1627660348923180000,1.39227752896778,0,-0.068179785556144,0.118971341708832,-0.005336348424235,0.004164458377546
1627660348923190000,1.80103433985098,0,0.02107949352161,0.120759821229337,-0.005425721529014,0.004226984994209
1627660348967200000,1.04103781520977,0,-0.057064992913854,0.122538191593033,-0.005514717445841,0.004288704806935
1627660348967210000,1.13684339881488,0,-0.037310124609204,0.12429214149749,-0.005602746385951,0.004349981882492
1627660349011390000,1.14391122151905,0,-0.151178646578881,0.126033554477611,-0.005690185257475,0.004409881440996
1627660349011410000,1.25919399622908,0,-0.06612671016087,0.127733529303765,-0.005775855146934,0.004469201176517
1627660349059310000,0.647237964876756,0,0.021978225720854,0.129417936865032,-0.00585376802155,0.004526949961888
1627660349059330000,1.47467113504779,0,-0.051581861375173,0.131076568862961,-0.005930524310538,0.004583885762509
1627660349059360000,1.27761982494134,0,0.063171412239103,0.132711869603877,-0.006006235423711,0.004640090329329
1627660349103290000,0.945318358438663,0,-0.042194157407753,0.134326188520395,-0.006081001186425,0.004695415172216
1627660349103310000,1.35452637301913,0,-0.136916642536049,0.135914848547945,-0.0061546250048,0.004750358101179
1627660349112190000,0.829172134514601,0,-0.002632619485375,0.137493350511558,-0.006226669357172,0.004804016553766
1627660349133950000,1.07536131646703,0,-0.11232699508339,0.139036546034212,-0.006297116610148,0.004856906784906
1627660349175180000,0.762742814049583,0,-0.078785036280929,0.140558414383547,-0.006366600674266,0.004909175225272
1627660349175200000,1.1018602723298,0,-0.045607227349677,0.142062561258852,-0.006435281192017,0.004960540571458
1627660349219210000,1.21929742540898,0,-0.105171387689326,0.143540152233978,-0.006502758657503,0.005011083622805
1627660349219240000,0.695243003970468,0,-0.072487419375918,0.144994216456573,-0.006551044454916,0.005059260141945
1627660349263230000,0.959071504474094,0,0.010482195710274,0.146432682366415,-0.006598766185233,0.005106347820679
1627660349263250000,0.898299687204319,0,-0.036545999009264,0.147838237508537,-0.006644955128455,0.005152831595561
1627660349307180000,1.76540635316216,0,-0.216534936561378,0.149227395810105,-0.006690441256537,0.00519855818004
1627660349307190000,0.827415829117149,0,0.009877635739,0.150594172720519,-0.006734941178167,0.00524358321994
1627660349351210000,1.2895744848202,0,-0.021323361976526,0.151940689480404,-0.006757693685075,0.005285728861201
1627660349351220000,1.73361603984563,0,-0.141117825280423,0.153263013027776,-0.006779437437894,0.005327209164647
1627660349395390000,1.5977240114294,0,-0.03905628236732,0.15456567699753,-0.006800239804686,0.005368201411044
1627660349395410000,1.27631096805825,0,-0.08156504118514,0.155854256269556,-0.006821074543748,0.005407979333173
1627660349395470000,0.988974403335648,0,-0.019435104043896,0.157103998244382,-0.006840009282068,0.005447411053554
1627660349439370000,1.44754554263859,0,-0.112386012281078,0.158345518125177,-0.006856160744036,0.005486285375965
1627660349439390000,0.869088150610718,0,-0.090091933046146,0.159577082500091,-0.006872682947921,0.005523921030165
1627660349452050000,1.14957001588612,0,0.019079601899108,0.160768351800805,-0.006887203515566,0.005561313433537
1627660349473380000,1.2019307257122,0,0.013500562757856,0.161954725004223,-0.006902097607079,0.00559773124732
1627660349519190000,1.044674369701,0,-0.014232591099987,0.163109291433727,-0.006915528411374,0.005633803711984
1627660349519200000,1.26089400356044,0,-0.066011420583307,0.164254872135581,-0.00691828218877,0.00566808291932
1627660349563300000,1.36355768070518,0,-0.128711130298089,0.165374991492319,-0.006920110076151,0.005701865653055
1627660349563310000,1.4174578503599,0,-0.070415406362498,0.166480059622675,-0.00692119780394,0.005735364978946
1627660349611260000,1.55036090052882,0,-0.040888610819963,0.16757678580775,-0.006923092931142,0.005767718136115
1627660349611280000,1.64734447471936,0,-0.026015038609153,0.168634775362481,-0.006923358629767,0.005799718452672
1627660349655190000,0.845454374418471,0,-0.01899908464646,0.169683339087134,-0.006910532907336,0.005829933647897
1627660349655200000,1.26254310326573,0,-0.107117685859029,0.17071219746319,-0.00689740778105,0.005859594727885
1627660349655210000,0.297796755796796,0,-0.035851332810381,0.171722495338313,-0.006883803315734,0.005888834242455
1627660349703210000,1.0343540633557,0,-0.009486593145465,0.172718913734374,-0.006870132051416,0.005917558883278
1627660349703220000,1.36324895078101,0,0.075174547765094,0.173697781083993,-0.006856479238211,0.005945658265553
1627660349712080000,1.17138025165956,0,-0.065789895603187,0.1746553081599,-0.006839832003188,0.00597316838567
1627660349734080000,1.81656599436189,0,-0.074343998436284,0.175600496061798,-0.006822972336869,0.006000318144084
1627660349775230000,1.31436773460866,0,0.050522959915458,0.17653339027716,-0.006806208364716,0.00602697052788
1627660349775250000,2.06314004792816,0,-0.090616919919535,0.177449004443167,-0.006789823100827,0.00605290215821
1627660349823200000,0.799726372901573,0,-0.042639640975745,0.178339507973366,-0.006772852226717,0.006078431812127
1627660349823210000,1.85308490855275,0,0.005943231994618,0.179216846196562,-0.006739808193403,0.006102281538245
1627660349871190000,0.487694046806932,0,0.022347892954776,0.180082288611395,-0.00670715841141,0.006125678993146
1627660349871230000,1.67771595696161,0,-0.248073242619857,0.180930599620416,-0.006674601589357,0.006148661067269
1627660349915390000,0.935188649934867,0,-0.028881968367225,0.181763484899618,-0.006642303396808,0.006171204005705
1627660349915410000,1.64952706271106,0,-0.141838234510789,0.182579957031094,-0.006609709412568,0.006193491260809
1627660349915420000,1.96248828256341,0,-0.028330057984189,0.183387056950187,-0.006539224134306,0.006212186828939
1627660349963200000,1.55639968813803,0,-0.010515458690039,0.184174631302005,-0.006469453996339,0.006230563552698
1627660349963220000,1.43230457539927,0,-0.00359969157459,0.184946160030331,-0.006400192739947,0.0062486890069
1627660349972230000,1.91115853264479,0,-0.04879000360282,0.185704562886659,-0.006331237296418,0.006266625023321
1627660349991950000,1.71280222457726,0,-0.051529329893618,0.186452498545762,-0.006263786679782,0.006284177958599
1627660350035210000,0.889433410460009,0,-0.0559199528051,0.187181477230106,-0.006199507954127,0.006301783756956
1627660350035220000,2.29199321134238,0,-0.081880411262925,0.187900999098318,-0.006135968361576,0.006319140344679
1627660350079250000,1.6027164535093,0,-0.050921900986953,0.188608000991938,-0.006073238137992,0.006336213937808
1627660350079260000,1.68583005540166,0,-0.169519853205848,0.189301295020123,-0.006010931377353,0.006353072390584
1627660350123260000,1.54298129613584,0,0.001560849899635,0.189983905837311,-0.005949643677862,0.006369625808429
1627660350123280000,1.35242123253964,0,-0.057557255877424,0.190652002454696,-0.005890002737349,0.006385952923051
1627660350167200000,1.4669977829157,0,0.109893535298521,0.191306683747434,-0.005830136658059,0.006402198062364
1627660350167230000,1.60352613874922,0,-0.161732401741989,0.191956556399848,-0.005771799694123,0.006418079593867
1627660350211300000,1.16672395313275,0,-0.005098203688404,0.192589655999702,-0.005714468654079,0.006433619197959
1627660350211320000,1.39786045715766,0,0.049007480790192,0.193207473900997,-0.005657473195557,0.006448961903467
1627660350255170000,0.910400882789653,0,-0.095834128393514,0.193816017466722,-0.005559652440585,0.006461369388846
1627660350255190000,1.4027181790522,0,0.069284641215544,0.194412633113796,-0.005462902138701,0.006473687869451
1627660350255200000,1.07005594687221,0,-0.019331438495996,0.194999411225835,-0.005367645914926,0.006485878159088
1627660350299250000,0.917874256356799,0,-0.036821678811312,0.195574611370514,-0.005274275941895,0.006497888420782
1627660350299270000,1.45507050551959,0,-0.115008262331437,0.196136103985743,-0.005181165937232,0.006509881905392
1627660350311970000,2.42955244720717,0,-0.111769528308371,0.196692109439635,-0.005088290289121,0.006521635186694
1627660350334380000,1.86876561086032,0,0.075953714596885,0.197236098324492,-0.004997004536601,0.006533237797547
1627660350379180000,1.01520727688159,0,-0.08530870272535,0.197768381605279,-0.004906800789946,0.006544742512434
1627660350379190000,2.1649511923711,0,-0.151656110726013,0.198291700620631,-0.004817800320214,0.006556143205131
1627660350423190000,1.80840311244874,0,-0.127453327477265,0.198805902331852,-0.004730285914402,0.006567405687388
1627660350423200000,1.58404932377341,0,0.018516882315041,0.199309642362106,-0.004631953277925,0.006577937001297
1627660350471250000,1.2163628400411,0,-0.001156227179611,0.199804522180393,-0.004535161515327,0.006588378576314
1627660350471280000,1.30137714983487,0,0.054256183492036,0.200289890525286,-0.004438269834975,0.006598881486967
1627660350515330000,0.235422200394868,0,-0.019441436779626,0.200773127747865,-0.004345810734817,0.0066090272397
1627660350515340000,1.69811908740759,0,-0.014118811922853,0.20123472859776,-0.004253358678647,0.006619185538599
1627660350515350000,1.16196826596822,0,-0.108788350718903,0.201692721396647,-0.004145970685768,0.006628540416802
1627660350563210000,1.61377874674594,0,-0.014671573441202,0.202143500275326,-0.004040312054021,0.006637849094237
1627660350563230000,1.46562514906457,0,0.115848313060922,0.202585717383349,-0.003935932618222,0.006647139606057
1627660350571920000,1.61408653100421,0,-0.240907598404795,0.203021070774301,-0.003834806950496,0.006656248635619
1627660350592040000,1.13974264982032,0,-0.029665062192348,0.203442160979305,-0.003734069342788,0.006665390747914
1627660350639200000,1.06872264801219,0,0.095423763199744,0.203859551987689,-0.003622396719214,0.006673964459777
1627660350639210000,1.52415198618427,0,0.01912715446008,0.204268795779244,-0.003512236359636,0.006682535859803
1627660350683200000,1.49260191193676,0,-0.040499282369441,0.204671298000562,-0.003403942876913,0.006691075602366
1627660350683210000,1.69395520751662,0,0.021262308226343,0.205065983142629,-0.003298443676844,0.006699506052137
1627660350731290000,1.05316325549128,0,0.009671865593823,0.20544966705701,-0.00319337225177,0.006707993288662
1627660350731350000,2.18901471893299,0,-0.186751800758627,0.205830346656266,-0.003089263104945,0.006716381321715
1627660350775200000,0.978094853925812,0,0.022053018767551,0.206202806676857,-0.002987236611673,0.006724699613301
1627660350775220000,0.993501433914443,0,0.023543538946307,0.206566927037716,-0.002886678437198,0.006732989568783
1627660350775230000,1.33001810400868,0,-0.108447152296639,0.206924837795186,-0.002787601838779,0.006741248448457
1627660350819240000,1.30534823213868,0,-0.025887612481801,0.20727664415371,-0.002690379440967,0.006749441912765
1627660350819260000,1.26579972771605,0,0.040814522880013,0.207621132016807,-0.002588879817296,0.006757428662684
1627660350832340000,1.5032070124945,0,0.014757599587205,0.207959428927167,-0.002488891048079,0.006765390501341
1627660350853420000,1.37444071751433,0,0.039283883005568,0.20829195577909,-0.002390902038513,0.006773285274877
1627660350895200000,1.82517781727615,0,0.040514308567597,0.208617204925757,-0.002294007930165,0.006781176503497
1627660350895230000,1.64577910936291,0,-0.01279759477381,0.208938046736691,-0.002199404499284,0.006788968698246
1627660350939200000,2.13125979406145,0,-0.1907903472206,0.209250803449718,-0.002113519572523,0.006796859091952
1627660350939230000,1.58186563901911,0,0.132043264241209,0.209557319403555,-0.002028587265444,0.006804723454659
1627660350983320000,1.08065660954037,0,-0.012822120173166,0.20985975604923,-0.001944578995628,0.006812564209343
1627660350983350000,1.47096007159766,0,0.017207457203663,0.210158312976407,-0.001863350824633,0.006820209930852
1627660351031250000,1.71330742386218,0,0.041115507617875,0.21044664434122,-0.001783201805173,0.006827804898411
1627660351031260000,1.65346677123602,0,0.154968249111304,0.210730434563278,-0.001682918934339,0.006834970855801
1627660351075220000,1.34687824981799,0,-0.046480624842523,0.211009893783519,-0.001584628111938,0.006842089329064
1627660351075230000,1.18651020708764,0,-0.018970118758737,0.211283393505181,-0.001487913294323,0.00684918328016
1627660351075230000,1.3496246624044,0,0.014639872298955,0.211552056244151,-0.001392994805746,0.006856232552258
1627660351119180000,1.51868034869729,0,-0.173099351317862,0.211815328998387,-0.001299545177675,0.006863255913658
1627660351119190000,1.39801486605434,0,-0.037317504229993,0.212074115407855,-0.001196974322976,0.006870085089325
1627660351134330000,1.57686472944291,0,-0.015523458738309,0.212327515604428,-0.001096115591851,0.006876900087905
1627660351152240000,1.43567530454429,0,0.000251457936473,0.212576332547407,-0.000997049355195,0.006883690371592
1627660351195170000,1.32497393579053,0,-0.086874001616188,0.212820400700068,-0.000899941746479,0.006890438864539
1627660351195180000,1.63566258891851,0,-0.098755579780058,0.21305933196142,-0.000804437418923,0.006897164518612
1627660351239260000,1.74568177029609,0,-0.017722575756778,0.213294005417634,-0.000708723025349,0.006903837166071
1627660351239280000,2.52497552659584,0,-0.007619165267618,0.213524068169611,-0.000614425484618,0.006910497294504
1627660351283230000,1.11395897182772,0,0.060912435425909,0.213750440477655,-0.000522058751696,0.006917104248592
1627660351283250000,0.33427479637817,0,-0.006535705286428,0.213971919317304,-0.00043136928786,0.006923670707409
1627660351327270000,1.69356639465743,0,0.126860889993855,0.214189116076632,-0.000342362457871,0.006930191789644
1627660351327290000,1.16305823180275,0,0.035341747793249,0.214402036740849,-0.000246848564697,0.006936647095724
1627660351371420000,1.84467652148421,0,-0.10059496999208,0.214610867851638,-0.000152663327116,0.006943099325742
1627660351371450000,1.4584293296975,0,0.021208293399247,0.214816578466303,-5.97625195050131E-05,0.006949547777871
1627660351419310000,1.37631836432203,0,-0.069302230812387,0.215019277617185,2.97818991537399E-05,0.0069558421498
1627660351419320000,0.751337109688491,0,-0.017567763860825,0.215214458941968,0.00011863203218,0.006962164051184
1627660351419330000,1.65124143291284,0,0.019507910962384,0.215407938565585,0.000210689509948,0.006968463752311
1627660351467340000,1.62319834728822,0,-0.036463864903462,0.215597982279016,0.000301444221915,0.006974754743529
1627660351467360000,0.920482061058987,0,0.011179197161828,0.215785169830419,0.000389824991776,0.006980957435415
1627660351472690000,2.09517186006053,0,-0.026249080804921,0.215967293065924,0.000476464588431,0.006987111112326
1627660351492940000,1.82345368004483,0,0.060853491662906,0.216145677762758,0.00056195393235,0.006993254031826
1627660351535200000,1.78081805224115,0,-0.001997387945125,0.216321551179025,0.000656297192247,0.006999410180568
1627660351535320000,1.98578771161896,0,0.145300501901667,0.216493669334348,0.000749191710099,0.007005557082918
1627660351579190000,1.32995286402734,0,-0.051460020793658,0.216663029635932,0.000840773935153,0.00701169970051
1627660351579210000,2.48512400069308,0,-0.239892623455091,0.216829883152585,0.000929730396016,0.007017743772305
1627660351627260000,1.06024509633325,0,0.080015402974723,0.21699182374958,0.001017337813297,0.007023771937524
1627660351627270000,1.61038357653594,0,0.093764071285246,0.217151218867017,0.001092693074538,0.007029639630744
1627660351671310000,1.12472273367973,0,-0.009757056674213,0.217307531780832,0.001166729904956,0.007035456842854
1627660351671330000,1.33793860930199,0,-0.051411122155086,0.217460996706045,0.001239520768827,0.007041226459202
1627660351715220000,1.22538569928275,0,-0.006841181794516,0.217611769422084,0.00131137391107,0.007046970800317
1627660351715240000,1.39959742050192,0,-0.073942607505098,0.217760500037909,0.001380730899005,0.007052559906704
1627660351715240000,1.42329351901059,0,-0.016537368308777,0.217903919666736,0.001464570280652,0.00705836069395
1627660351759190000,2.52795892176843,0,0.142494594453848,0.218045682700399,0.001547211867139,0.007064145156834
1627660351759200000,1.81051963613675,0,0.064280729443749,0.218185342396015,0.001628426780442,0.007069893985307
1627660351772250000,1.72197441977362,0,0.102967943306161,0.218322515211227,0.001707653707645,0.007075562984126
1627660351792200000,1.5659943085674,0,0.047919990732802,0.218456248976548,0.001785237182064,0.007081173272221
1627660351835180000,1.05420632551686,0,0.004720501989683,0.218587149773644,0.001862357590369,0.007086782604242
1627660351835190000,1.8895420427159,0,-0.096495054545843,0.218716430491674,0.001937785936612,0.007092323463048
1627660351879190000,1.64592441386178,0,0.020088686503008,0.218842795615745,0.002011717809683,0.007097807544305
1627660351879210000,1.044094023959,0,0.017845978962822,0.218966599841634,0.002084303601274,0.007103242851232
1627660351927300000,0.681398435831317,0,-0.011748126844063,0.219088097296234,0.002155706816766,0.007108638938023
1627660351927310000,1.7476444587191,0,-0.017090768844363,0.219207565346624,0.002229127166762,0.007114070915916
1627660351971220000,1.91070926681188,0,0.080372145253738,0.219325156679679,0.002300457202566,0.007119396744357
1627660351971240000,0.859683056689489,0,0.052431517481613,0.219439327903978,0.00237096805526,0.007124710727784
1627660352019230000,2.05490009051512,0,0.040899653405126,0.21955217795253,0.002439757143625,0.007129939731692
1627660352019240000,1.48994306067755,0,0.17688577159046,0.21966220333295,0.002507759978508,0.007135154518729
1627660352019250000,0.87124853588636,0,-0.036602928806265,0.21977095687547,0.002572566568226,0.007140228663046
1627660352067610000,1.08265849468996,0,0.077155404020051,0.219876541122061,0.002636642953324,0.007145286365809
1627660352067630000,1.26283595684158,0,0.110623213810558,0.219980932933914,0.002699191820021,0.007150259939785
1627660352072820000,1.9805892143558,0,0.02019727625739,0.220082771048531,0.002760676487724,0.007155185623442
1627660352092940000,1.44772645849992,0,0.09543310088512,0.220182854772046,0.002821084835271,0.00716005985079
1627660352139220000,1.98602279657976,0,0.071962812958575,0.220281149872478,0.002885055517591,0.007165003020418
1627660352139240000,1.31556518531077,0,-0.048599317756727,0.220377236620387,0.002948111036552,0.007169914393434
1627660352187210000,1.74951323844022,0,-0.028622423973197,0.220471936712318,0.003009737490725,0.007174750380046
1627660352187240000,1.40860458175018,0,0.090042759420763,0.220564447274308,0.003070385271058,0.00717954548584
1627660352231240000,0.802512769061781,0,-0.107835980757247,0.220655476816793,0.003129634505407,0.007184263176473
1627660352231260000,1.49477644596719,0,-0.042706780555771,0.220744368104136,0.003182714029408,0.007188757301797
1627660352279240000,0.679788432648857,0,0.000390139368151,0.220831439815276,0.003235051918855,0.007193215015207
1627660352279260000,1.48932988852007,0,0.030195364662514,0.220917280737864,0.003286249476706,0.007197599631056
1627660352279280000,1.36084894655548,0,-0.009427331757117,0.221001207791559,0.00333609615868,0.00720189162956
1627660352327330000,1.60489231351015,0,-0.025370662840572,0.221082885376705,0.003385272322377,0.007206149793588
1627660352327340000,1.66062395574132,0,0.000445285388174,0.221163467592742,0.003433421794673,0.007210357607272
1627660352334580000,1.87835793700745,0,-0.055566247383067,0.221242866744486,0.003480173057766,0.007214462472502
1627660352353190000,1.5986925963476,0,-0.043639493388323,0.221319906247485,0.003526308856719,0.007218534684493
