time,position_x,position_y
1627660346253290000,-10.9248227004228,10.8233070792152
1627660346354880000,-11.567213781915,11.6859039926395
1627660346453560000,-10.588919926703,11.8580198844724
1627660346553600000,-10.5496902095565,8.44286566413801
1627660346653610000,-9.82067363050833,10.4422120200845
1627660346753560000,-11.0282809413612,10.3387503566595
1627660346852970000,-11.2101977469341,10.6304125328464
1627660346953070000,-11.4017346448677,11.6736310002595
1627660347052970000,-10.772865645462,11.4867067674168
1627660347155610000,-9.90963202910899,11.521175133465
1627660347253040000,-10.372401957998,11.4415424037332
1627660347353810000,-10.1628766641728,9.91390761126045
1627660347453920000,-11.8619166696327,10.6312522441938
1627660347553370000,-10.1789616650792,12.0038351128954
1627660347653420000,-9.92954513855535,11.4518019701699
1627660347752890000,-11.2046791695863,11.2235639462163
1627660347853380000,-10.5241348776752,10.7898258995392
1627660347952970000,-11.5329140853376,11.5044479731478
1627660348053400000,-10.7413521463016,11.2072295294276
1627660348154270000,-10.044266224202,10.0623640535471
1627660348254450000,-10.3424227799816,11.25769196965
1627660348354740000,-9.31503153195564,11.0507652746766
1627660348453630000,-9.14803853297804,11.8004756175516
1627660348553380000,-10.4402704678259,10.5671595223704
1627660348653430000,-10.0788143336577,10.9215896538782
1627660348753510000,-9.67346553095783,9.99990753724683
1627660348853600000,-10.5445786386757,10.9849337639213
1627660348953250000,-10.6619136316043,10.0982661236718
1627660349053540000,-9.15278512123745,10.6174927354609
1627660349154530000,-10.3133630368609,11.1063397737756
1627660349253870000,-9.813825353835,10.3760519856757
1627660349353600000,-9.42441522525627,11.1831209126284
1627660349454120000,-9.72532173430646,12.5713815150335
1627660349554490000,-9.7037617257314,12.0674055608769
1627660349653490000,-8.30488061270398,11.3269626445663
1627660349753590000,-8.88293577085121,9.41785209721549
1627660349853720000,-9.64930615798198,10.8986440352942
1627660349953380000,-8.31456238123183,11.3565816515987
1627660350053780000,-9.93860657613257,10.7689886848535
1627660350154070000,-8.19603647248469,10.8602770111102
1627660350254150000,-8.71569503453217,10.7893977420054
1627660350355350000,-8.0944994780199,8.79831018539337
1627660350453370000,-8.21905436706701,11.091631774219
1627660350553490000,-7.51423473703555,10.1510368751436
1627660350653960000,-6.76929768519252,11.4579881701252
1627660350753200000,-7.69320834840522,9.92687797051844
1627660350853100000,-7.49868961817828,10.3598408844427
1627660350954100000,-6.7434005455677,10.8689324140451
1627660351053670000,-7.22064702895759,9.56621992991152
1627660351154310000,-7.91243784820239,11.1981073258963
1627660351253440000,-5.59445148555276,11.3293380153168
1627660351354460000,-6.53386653710938,11.0694595912753
1627660351453560000,-6.3093332252757,11.0202298160795
1627660351553650000,-6.43194972414307,10.0843674982786
1627660351653620000,-6.21812504343515,10.6183602523183
1627660351754020000,-6.36705920492602,10.981061568668
1627660351853270000,-5.90876787930567,10.686580342607
1627660351953490000,-5.09611143427977,10.1740659072949
1627660352054210000,-5.86907988550016,10.3019626106518
1627660352153980000,-6.81746178161473,9.16405361297235
1627660352253230000,-6.14548924226081,10.3205613202473
1627660352353860000,-5.38412907549916,10.1924091235535
1627660352453540000,-5.50731074146045,10.7669370970353
1627660352553260000,-5.01310164187096,10.4674960505614
1627660352653380000,-4.61311635808405,10.8091929966099
1627660352753020000,-4.02448923257417,9.47672905677948
1627660352853500000,-4.26082301871184,10.9299068766847
1627660352953600000,-4.57230746639185,11.1395770667399
1627660353054340000,-3.67361504408478,10.2981827127562
1627660353154140000,-3.43066138417785,9.16650642385772
1627660353253640000,-5.23190574649516,10.6466837564659
1627660353353430000,-4.56957821353186,9.87976135709013
1627660353454310000,-3.93136315035849,10.2046069292085
1627660353553570000,-4.51058616918558,9.5784470708446
1627660353655080000,-3.92286601199925,10.942220134291
1627660353753740000,-1.91155698121694,9.29069585643611
1627660353853420000,-2.2873176459898,10.9580695557336
1627660353953700000,-2.39102264389891,10.0332760921437
1627660354053290000,-2.8427246122285,9.40999423131991
1627660354154550000,-2.86665909150334,11.3054868228275
1627660354253910000,-2.32389945925975,9.35832320344749
1627660354353640000,-0.476064105301456,11.9039938106483
1627660354453840000,-1.57881037621913,11.3481937974969
1627660354553770000,-2.44143626856459,9.54914257408846
1627660354653360000,-1.2547967951081,11.0847464291581
1627660354753910000,-1.95201247650108,10.534539587207
1627660354854350000,-1.36461364488877,10.2963655744493
1627660354954860000,-2.68636792364601,9.78697399295375
